Instance,Income
123395,173514.122319546
123396,2538.58689942146
123397,69096.9510487951
123398,12217.1876087093
123399,32224.8289520535
123400,49996.2921685052
123401,62183.8971351873
123402,131276.706057956
123403,17974.2059287978
123404,212945.527426431
123405,494116.757899279
123406,20837.8624974453
123407,32757.4276795303
123408,13618.490314328
123409,86047.6034513521
123410,341567.414194646
123411,28046.7309211328
123412,168.935068588039
123413,94997.8680578322
123414,209412.719584631
123415,126683.413885768
123416,108614.310947114
123417,262406.557591432
123418,101599.554095534
123419,25285.8141399465
123420,144366.893723389
123421,172214.925634635
123422,51221.2419453786
123423,159995.536874015
123424,502762.751176399
123425,121309.511120041
123426,86737.2369343123
123427,-1677.17291142871
123428,54714.2227050261
123429,24523.8926781901
123430,25095.1830296919
123431,88367.8136687936
123432,236663.048620706
123433,302704.079665026
123434,32177.7921667388
123435,167084.46404892
123436,174739.258630791
123437,248000.189408169
123438,79900.3949974939
123439,-19137.8409101498
123440,29923.2280154333
123441,22280.1760059373
123442,77149.9170417754
123443,214897.603604075
123444,74108.5882379705
123445,81667.5136641333
123446,43891.0387451862
123447,93805.4518731227
123448,281183.022680445
123449,76646.9163683024
123450,46588.4371151627
123451,175542.114803327
123452,227675.333674599
123453,374581.051465564
123454,38340.3752729605
123455,95756.9237328227
123456,129371.857330951
123457,153776.877025419
123458,175798.973250187
123459,168471.387818995
123460,108168.919039041
123461,54406.4563309565
123462,256855.315377414
123463,59812.3242911478
123464,15871.5927816527
123465,173083.534727479
123466,20653.9475377664
123467,-11351.9034444913
123468,54906.8631878509
123469,39797.6211979828
123470,42205.3042041828
123471,268615.22232633
123472,152837.53096539
123473,297540.785106224
123474,113300.692580558
123475,152302.978355076
123476,66908.7701608024
123477,77602.0066797415
123478,74854.253421895
123479,55465.9992210771
123480,81535.6924932961
123481,115227.650576859
123482,55438.2377277174
123483,33778.9340179068
123484,226587.273812215
123485,30656.011468454
123486,275691.351469008
123487,237994.393119054
123488,34843.3497760566
123489,56143.9861862612
123490,139688.095785923
123491,26377.3973585707
123492,37879.8540887573
123493,136144.64010165
123494,30375.7183686803
123495,29720.2277705918
123496,204725.851857248
123497,76990.6236189935
123498,24315.9761435149
123499,78045.0543487026
123500,146017.365008899
123501,44790.5324510419
123502,36890.7955061368
123503,81722.3427524008
123504,14438.9513741878
123505,29092.0711271741
123506,19663.5768125597
123507,64195.2372392997
123508,29030.2303926111
123509,20144.5535494559
123510,5757.82999508603
123511,16451.7007144861
123512,368747.144475437
123513,39560.4372716782
123514,63557.8880891049
123515,21657.7944397785
123516,54524.1166390843
123517,76179.6195682337
123518,-14257.8127598516
123519,-20216.0001850132
123520,10645.8225631697
123521,32162.2167166985
123522,265128.003242965
123523,88640.5927199015
123524,3563.03068205032
123525,33476.0985625279
123526,152906.32327206
123527,24253.6977267838
123528,81974.7410336378
123529,41000.7116989364
123530,86314.3242545018
123531,55456.6308779261
123532,37316.4408603684
123533,136259.528336413
123534,45292.8163500205
123535,121723.521212281
123536,16386.836578944
123537,160116.314312692
123538,119454.950204046
123539,264790.496747995
123540,144218.449193909
123541,117899.902360007
123542,71522.1608764953
123543,184325.916662767
123544,26430.9522924745
123545,44251.6990427186
123546,90486.7700002445
123547,106933.938806044
123548,19316.2463416869
123549,7320.64990546924
123550,19168.8954743086
123551,43302.3821287239
123552,79871.2882987928
123553,42042.4019540414
123554,229374.924207146
123555,-6637.64129526601
123556,22789.3708885728
123557,18177.2681874251
123558,54229.7106372859
123559,28209.0070609264
123560,206018.54173923
123561,547347.068565695
123562,170699.063695018
123563,508.654932600775
123564,44603.252025003
123565,246822.075963167
123566,-8572.60096353149
123567,221672.733137325
123568,25362.9069240785
123569,36185.5038227141
123570,313132.390562444
123571,55785.6475759879
123572,64569.7033970655
123573,41023.1583813637
123574,65768.5584552621
123575,30527.5733620911
123576,93997.8656557043
123577,197675.493372451
123578,33717.1608590694
123579,167281.658308584
123580,204068.258869943
123581,171548.521349533
123582,21239.7451484467
123583,284734.647571234
123584,129071.510434894
123585,139618.30633704
123586,60127.1418647515
123587,20061.0423401492
123588,26184.015577894
123589,31283.1244050519
123590,338524.291951106
123591,42448.0242059224
123592,22320.2982918409
123593,84593.7102677754
123594,88398.304334859
123595,32514.7663252737
123596,819638.146532062
123597,34735.8073954962
123598,32616.5890811815
123599,38022.6684035384
123600,53391.074473472
123601,79650.8536080884
123602,254959.543224719
123603,24527.8344890135
123604,33557.013338312
123605,2922.82819546248
123606,55082.6309120092
123607,460229.076610879
123608,29192.7144702184
123609,22822.8418614334
123610,93472.2983718198
123611,39788.2761155076
123612,1577.8027547444
123613,25774.6222533134
123614,266256.500294724
123615,66838.0561427076
123616,253131.445681715
123617,386317.327067821
123618,126788.403702982
123619,204712.779189383
123620,24979.8081134437
123621,66649.1059090236
123622,1044.28566189304
123623,196151.61390138
123624,33472.7046118729
123625,59337.9147684553
123626,148971.982208044
123627,38999.8047314903
123628,22824.9566467513
123629,133757.955051749
123630,35497.3196176174
123631,27110.1619643312
123632,6431.66149352853
123633,18259.7603046283
123634,28744.8608307664
123635,49692.9173596724
123636,351864.015958701
123637,60876.5441903523
123638,47864.9371606446
123639,59200.0045542558
123640,81637.1489655574
123641,86595.3390534351
123642,52498.4290082774
123643,66192.4632845906
123644,267437.430602257
123645,-4785.13577562152
123646,229284.824084387
123647,342.130997541128
123648,29928.1395534537
123649,2296.23399024672
123650,45421.0078213012
123651,37190.2677128758
123652,37687.5617930078
123653,13128.8036642922
123654,131595.77636349
123655,106347.927922221
123656,1015146.0768988
123657,1085360.55187877
123658,118099.617639837
123659,114273.315048217
123660,16827.0184192228
123661,137975.296413183
123662,17870.690152101
123663,119719.349341916
123664,42786.3145225532
123665,119108.576883091
123666,6065.8556307092
123667,24901.5332053376
123668,110009.52961642
123669,380075.249405387
123670,49811.4711583309
123671,67511.8930240931
123672,-518.976284626813
123673,42013.0830002477
123674,34845.1070988022
123675,15420.8905596564
123676,-14831.7386718513
123677,144470.240082598
123678,192844.050167105
123679,146094.664510089
123680,232239.124918898
123681,39325.0341858697
123682,159869.532617409
123683,17291.7453094199
123684,111093.267013397
123685,72136.1574971916
123686,49350.7794779619
123687,73528.8892425989
123688,179008.571871046
123689,17288.6084209126
123690,25302.7098271734
123691,483258.691578112
123692,96808.1719296866
123693,18744.8613207281
123694,90952.7726937673
123695,50313.6029035705
123696,52100.5968592862
123697,37746.4826971328
123698,36800.4266254359
123699,44885.1656573506
123700,98874.7542198926
123701,57066.2520767166
123702,12677.63193821
123703,73190.1812998386
123704,27449.9764424886
123705,216796.757224745
123706,-4994.07906846597
123707,-1694.09600720502
123708,92530.2215924899
123709,8507.23125982156
123710,170624.722182153
123711,94791.8849143438
123712,689672.239408356
123713,20898.3778731478
123714,27093.7464753718
123715,191655.157842325
123716,-548.014837659625
123717,12302.6539530661
123718,8077.8627356418
123719,42724.7144654058
123720,608.730489094095
123721,31355.5489968398
123722,4805.9368458739
123723,27967.4558210882
123724,27251.4436054828
123725,44561.2286760966
123726,116651.58285246
123727,162790.153463072
123728,367519.855252048
123729,57365.3881500754
123730,58891.2520041948
123731,-10048.9183157488
123732,215551.428006249
123733,563094.921960758
123734,-4719.89506544922
123735,22237.5812360236
123736,4011.02774309137
123737,799961.442536789
123738,83285.7818376947
123739,98356.3355546358
123740,19072.9149516384
123741,45930.0341312374
123742,-8522.83787512703
123743,30773.4719835291
123744,76968.5508326406
123745,148016.497213494
123746,46753.8643986117
123747,39895.732232697
123748,213530.328791285
123749,73660.0815832178
123750,3553.8775756821
123751,59104.2866591677
123752,33323.6247756101
123753,101593.640106717
123754,59593.2373406846
123755,18114.986246323
123756,259375.849608553
123757,24610.2924754948
123758,56789.9045925482
123759,34865.3293721464
123760,33060.3137354692
123761,136260.082541389
123762,30138.4855141118
123763,48640.6229582562
123764,259222.061322439
123765,35876.9801851907
123766,17552.656049262
123767,-10383.5293284177
123768,262720.303184969
123769,17036.183422015
123770,107045.605724894
123771,33016.7938889322
123772,50725.1608117775
123773,-4267.32995298472
123774,14600.9786875875
123775,-5990.55917393179
123776,37929.0062860817
123777,16423.5220023245
123778,315119.721884787
123779,281674.582574534
123780,29062.3165656744
123781,258311.744855972
123782,13635.6974432209
123783,30707.6034999741
123784,-6238.27023887331
123785,302065.616032209
123786,36267.8518975997
123787,43175.4068192135
123788,3606.55179433797
123789,-12233.9109383703
123790,5717.47462992038
123791,72865.2697923935
123792,26408.4021822517
123793,17803.2998050148
123794,32885.4670747039
123795,25298.7796082489
123796,44260.9956449901
123797,24837.568592593
123798,-3671.56140640545
123799,189577.882721839
123800,236926.920007261
123801,21136.9744522535
123802,-21840.3558295519
123803,23616.3996527395
123804,13228.9326729113
123805,93893.3413309651
123806,3038.85685990222
123807,282126.921814666
123808,62324.4074148161
123809,35157.3714509909
123810,328144.075224115
123811,21164.8489864542
123812,119905.515775301
123813,112524.059486179
123814,-19755.7406781418
123815,95363.951333328
123816,131531.035063828
123817,212493.491239006
123818,7197.24098373255
123819,168950.686239205
123820,162614.109596702
123821,29241.0600340326
123822,9348.94461088419
123823,5478.72291576129
123824,309979.306505098
123825,306149.095593371
123826,106068.446789207
123827,12850.2594447881
123828,29425.8014115941
123829,60082.864342286
123830,-572.505016808704
123831,41447.5776001323
123832,192155.061489367
123833,224454.289527488
123834,325215.223170096
123835,82534.5328222506
123836,76460.4457860483
123837,31615.3943038117
123838,112503.984518047
123839,34320.3151205322
123840,-810.972025041683
123841,32729.468509555
123842,200778.820725429
123843,179268.366361978
123844,547479.937681577
123845,160906.456515181
123846,159349.365351141
123847,23241.3221297045
123848,231519.603632511
123849,-7437.19815489524
123850,53471.1495712174
123851,12291.9037725094
123852,40519.9719055968
123853,40237.8955218001
123854,12136.4774421004
123855,105262.047045298
123856,65315.8656473941
123857,25438.5208003932
123858,-4692.28256550371
123859,163999.332027877
123860,22125.092518714
123861,165250.709082782
123862,210731.819793275
123863,50673.4396391374
123864,72379.8240891259
123865,74018.078903847
123866,33743.9065926645
123867,9027.21700734111
123868,74473.1600535832
123869,196335.812264652
123870,45665.0854299893
123871,13559.9666959278
123872,155020.769766881
123873,156160.641842352
123874,64412.0136441627
123875,199305.405649573
123876,531059.395507379
123877,75983.5363069931
123878,109963.448099741
123879,278374.311161925
123880,24849.4245735297
123881,63613.1879583437
123882,39591.7439215064
123883,26894.0514630413
123884,34145.0688721455
123885,64477.0686182583
123886,192047.128941476
123887,288673.162745166
123888,42955.2948048543
123889,41006.163560892
123890,155637.742868112
123891,131431.405920293
123892,87728.4625120439
123893,199730.201803185
123894,142389.306412996
123895,16983.1534050919
123896,159977.621213375
123897,145145.893479294
123898,2379.77455089737
123899,111267.864601578
123900,33412.9280253226
123901,77340.1030057326
123902,51778.7055292337
123903,66758.6196697703
123904,90117.0723980186
123905,558522.038908413
123906,23521.8953571108
123907,293623.428827325
123908,73558.6408982138
123909,26192.7829523138
123910,102306.935385991
123911,30393.5365205935
123912,123428.215526395
123913,28823.7626373598
123914,26994.2204622572
123915,59651.2685970977
123916,184301.527705783
123917,13657.8687594386
123918,76284.3047907081
123919,486870.596938543
123920,23189.4860644305
123921,11888.9917837779
123922,89834.0579930087
123923,203755.363596678
123924,218238.515607256
123925,52497.6591314084
123926,115381.392115203
123927,101067.413462137
123928,77181.3384971313
123929,95913.1729429337
123930,13491.2867815344
123931,67168.5151325955
123932,248275.441523737
123933,155027.34163947
123934,16703.2236021359
123935,52250.6521133406
123936,115343.326315765
123937,286759.950298688
123938,73953.946169746
123939,80327.581107544
123940,19145.5431001245
123941,22961.118396753
123942,231663.374061887
123943,61142.136356467
123944,407598.839010397
123945,117084.372488417
123946,120612.463556275
123947,73418.6182936149
123948,59712.7198875072
123949,81679.6381190774
123950,18804.4328268507
123951,41415.6478789761
123952,342369.462006006
123953,586331.117336046
123954,42655.5020317518
123955,202179.145045783
123956,125867.446655257
123957,99333.8912567476
123958,12103.5922207908
123959,147227.719046226
123960,8447.56037452517
123961,126733.695426634
123962,182448.335981623
123963,214997.949526503
123964,17273.3853773673
123965,36274.7179899598
123966,58395.3982637605
123967,20615.903772533
123968,44852.3917813803
123969,63239.540716236
123970,178948.673416537
123971,130491.946078368
123972,95982.8969029921
123973,67740.3612368218
123974,566081.919229392
123975,21737.4774032849
123976,32450.1603891219
123977,339381.238154316
123978,346430.734902482
123979,64297.1646584638
123980,51858.5038885353
123981,41980.5031290256
123982,37426.4500378661
123983,404228.373556068
123984,153893.90992618
123985,17196.1311893378
123986,14318.9887881522
123987,34668.63967696
123988,36717.4172073434
123989,364379.755313248
123990,250584.798082683
123991,94714.4432940869
123992,269461.146530858
123993,61019.9849488627
123994,323177.968223102
123995,79670.6416486729
123996,206173.727249866
123997,131504.53583769
123998,-15697.2778330843
123999,31264.1022741416
124000,42331.3889883137
124001,60717.9661877769
124002,105524.319527519
124003,2419.70447892619
124004,75290.8509117027
124005,24188.3719915404
124006,647452.771896799
124007,316224.361741312
124008,335692.321171455
124009,40834.7395432052
124010,75180.2416394196
124011,76384.3865548202
124012,101889.432435489
124013,8252.05086599247
124014,7097.31986713638
124015,128459.046307428
124016,22103.1539401681
124017,86431.0841735446
124018,46073.7145202298
124019,43318.1336659503
124020,51579.5568677581
124021,37055.8571933306
124022,10153.5665195825
124023,78057.4597526656
124024,546590.925193003
124025,288927.917878069
124026,83859.1198623283
124027,204681.775992827
124028,32790.4732584919
124029,321692.907208492
124030,36683.729128803
124031,82105.7111640277
124032,70481.6562897548
124033,46705.3313864543
124034,103013.49172075
124035,131206.904800517
124036,683333.129328011
124037,56279.9045599531
124038,31225.6610698491
124039,52803.0671985161
124040,89870.4190108378
124041,20101.2919763084
124042,78292.5099299805
124043,142735.548928664
124044,85521.0453859661
124045,106973.887315635
124046,14859.2736603546
124047,158455.169590178
124048,68915.3707607998
124049,36296.6590313759
124050,11253.5636839884
124051,32793.9459703898
124052,1271.36661760722
124053,138294.419681025
124054,281312.986297259
124055,50520.2227529987
124056,57152.3844882522
124057,38007.2586908948
124058,318887.903680417
124059,39282.1821411962
124060,135990.961588396
124061,57284.9770216036
124062,3886.32616713837
124063,145054.177627553
124064,161668.058078304
124065,35566.4487768283
124066,26429.8280448023
124067,-13468.2875998432
124068,30885.109596893
124069,164196.432556315
124070,25737.1480417712
124071,18002.0230760944
124072,42684.087249725
124073,557041.963933369
124074,277723.567675288
124075,96715.5277116567
124076,93292.4854350585
124077,139392.843238906
124078,177961.312262954
124079,209394.533556039
124080,305069.045078586
124081,69436.9390997788
124082,173666.769381451
124083,193783.853945712
124084,14798.7836503724
124085,38752.5208461024
124086,1047301.22796263
124087,56312.2252658857
124088,15973.587967995
124089,86000.063139215
124090,51081.709508096
124091,270281.260857945
124092,15467.1923114204
124093,80966.0729699683
124094,109359.38730982
124095,14345.0502412813
124096,233137.421373874
124097,54124.1553861785
124098,7115.43344707334
124099,28090.1158658942
124100,5946.67322165139
124101,10628.6968374843
124102,376322.985469951
124103,132083.654791607
124104,19951.0696643861
124105,327587.478078125
124106,62227.8311642255
124107,-9020.14202647578
124108,367615.193174551
124109,47803.1577300799
124110,44555.9336370952
124111,43148.2637056867
124112,77025.8643089234
124113,36442.3857926145
124114,12576.4712980107
124115,34791.7350840123
124116,140971.493823625
124117,28374.877803061
124118,95057.9793049925
124119,15817.3417668236
124120,416170.103453409
124121,25829.3114756333
124122,-2302.35197928831
124123,87659.880503374
124124,215636.801386714
124125,19267.9858220646
124126,491802.970189952
124127,92439.9957431062
124128,25075.2236821742
124129,61131.8998934728
124130,6705.75221684184
124131,64377.0314968848
124132,931942.967940447
124133,45325.3319473717
124134,429127.20985233
124135,-21586.29057624
124136,179272.910879286
124137,35020.2709108685
124138,578937.749957437
124139,107661.444757946
124140,57862.6954497963
124141,117800.580827113
124142,927278.56126306
124143,42323.9049424247
124144,637602.012378875
124145,37075.1901777111
124146,2587.71699112597
124147,18356.1385609418
124148,7864.93141305495
124149,116548.20571997
124150,-3176.53897470786
124151,25688.6681721598
124152,70655.3354960921
124153,65351.5690435844
124154,15014.1720827879
124155,292306.638514142
124156,450429.445876631
124157,-1819.26022513697
124158,101850.335629759
124159,34218.7752348978
124160,21502.2691876749
124161,71033.7904829063
124162,39073.1007217855
124163,104227.166606326
124164,58974.8077405078
124165,142572.087668707
124166,73231.7855054425
124167,196306.189208154
124168,80016.3065125057
124169,138134.923090192
124170,322946.651984043
124171,150310.112001513
124172,40386.2483503242
124173,174638.965926955
124174,144093.896771614
124175,30078.0239291768
124176,15583.0718530922
124177,250628.993296938
124178,177825.109747765
124179,54442.8371858246
124180,13837.2057774893
124181,168926.298973746
124182,270338.437818858
124183,198952.850373366
124184,60743.69395697
124185,5930.63152939455
124186,264169.034025008
124187,114516.176047548
124188,10483.8299622322
124189,137441.938298823
124190,267230.672416969
124191,26414.2194169756
124192,189065.339045165
124193,205313.547693682
124194,44252.7373234843
124195,26184.7933154028
124196,26933.8373333461
124197,278353.155071665
124198,301195.320454798
124199,5453.61009033665
124200,59809.0678627809
124201,46738.4975402672
124202,19730.0032013148
124203,41480.8481198983
124204,15209.0541342212
124205,236818.177295941
124206,16593.0949655811
124207,105325.184820747
124208,222181.634093445
124209,69020.9088727884
124210,125974.265500342
124211,16910.6337290546
124212,234565.351349199
124213,165550.629779277
124214,88034.1673583431
124215,69916.4417911807
124216,111010.48748331
124217,19554.779206167
124218,-9030.09275651407
124219,-3460.5792718354
124220,359637.402815886
124221,36758.6945688329
124222,39648.2457729263
124223,9112.75882558861
124224,197352.950179711
124225,58093.432360433
124226,297230.618849259
124227,58089.7368184032
124228,18064.1133836392
124229,103727.398250567
124230,-2687.46865760009
124231,11283.7483732587
124232,59192.6640395555
124233,127598.851566851
124234,156063.463522209
124235,37969.7790493744
124236,73841.4918771512
124237,23037.0087081943
124238,858783.327335687
124239,23769.2606489849
124240,25806.0257162753
124241,291239.493191746
124242,24927.747079947
124243,197480.83781122
124244,100661.609828227
124245,74346.1968646164
124246,535721.443467734
124247,103121.24282446
124248,-12735.7995558412
124249,79656.7308206592
124250,66483.5474429852
124251,209239.926433055
124252,126523.521949463
124253,315189.377181622
124254,421623.008875697
124255,4705.82244180914
124256,41140.1547331827
124257,8749.38109696842
124258,133332.458785128
124259,35022.2849231618
124260,29530.4943755467
124261,14669.1124285728
124262,68894.5031855376
124263,31083.093579852
124264,39447.1687488512
124265,303101.652744142
124266,292552.478237803
124267,86768.9871075104
124268,226028.001708248
124269,30517.0291790095
124270,185364.749945823
124271,58440.9330561845
124272,109673.685090791
124273,729719.205224098
124274,126711.273648345
124275,-8291.43089053144
124276,441899.781062638
124277,27594.7712786456
124278,22788.5157432595
124279,37076.0463979038
124280,23061.2909658127
124281,18231.901253731
124282,217883.278002976
124283,89719.8288945021
124284,174514.764292047
124285,66631.6917100661
124286,98215.9000096604
124287,66777.0065850643
124288,33215.6227666951
124289,73784.0396043806
124290,184069.40420235
124291,383287.628403267
124292,30116.9142384473
124293,5541.36194275681
124294,-6190.85497424861
124295,28593.4763749938
124296,48926.3627717966
124297,-1391.16388082997
124298,30597.0790043686
124299,103073.345327164
124300,16726.8162572185
124301,9044.28296093425
124302,175199.387289463
124303,54590.1993638536
124304,19459.9007479124
124305,54516.229397384
124306,29880.2254266595
124307,55355.0181826028
124308,101276.115765619
124309,64961.4225212074
124310,90722.3885354908
124311,-5039.02500471192
124312,118539.102339127
124313,45549.2916229358
124314,53753.1671682977
124315,175761.378999897
124316,164234.18832088
124317,77110.7970790697
124318,126106.627819855
124319,23672.5932912071
124320,175959.294671555
124321,43483.0025926309
124322,132321.627327006
124323,146746.116025004
124324,28645.3064249589
124325,20557.6575685382
124326,68082.1381663352
124327,153348.056217195
124328,343151.324443912
124329,56444.8259450338
124330,145054.32947499
124331,38911.1218981935
124332,71133.723423828
124333,124896.54614489
124334,80338.2171614341
124335,80275.7882567057
124336,84586.0966081744
124337,23527.5274806637
124338,34700.8555997744
124339,58077.9460225159
124340,29306.2375913088
124341,88383.6607663248
124342,137492.921532177
124343,23537.1540091659
124344,285572.47277073
124345,256459.290259551
124346,96202.8783666704
124347,-10617.0256023151
124348,-6809.70251247606
124349,83554.2270669812
124350,238768.591147767
124351,262226.062463584
124352,38637.623684386
124353,10433.8742613836
124354,-14984.1673325191
124355,25780.1940277992
124356,112992.823197761
124357,96518.5570970732
124358,79106.9548906371
124359,19869.3088359102
124360,681882.469270731
124361,14753.7581693969
124362,29929.5329822342
124363,86135.3776803704
124364,34263.5055210207
124365,59614.8956769583
124366,56744.2821984561
124367,123428.5844818
124368,75157.9869393475
124369,190346.885469638
124370,-3660.818805071
124371,36979.1840979048
124372,30803.1622244914
124373,9392.01723575539
124374,407132.175319691
124375,7148.75124886545
124376,33546.5376927145
124377,303820.58790647
124378,33626.3519081441
124379,44347.0943408585
124380,71028.5021996609
124381,21865.8958163324
124382,368284.294817108
124383,112064.665443249
124384,31877.6244750842
124385,85704.0457886759
124386,364659.93552461
124387,95309.6456846308
124388,363889.399081374
124389,55719.1646047739
124390,27619.7698392458
124391,15027.3052092128
124392,29352.8718288788
124393,1515.72970154401
124394,82496.279256443
124395,51377.5496296355
124396,72644.6076870405
124397,151673.321704983
124398,145833.815408212
124399,32729.0569951448
124400,48177.3773053416
124401,276241.155632262
124402,39477.0713300541
124403,51519.0354882328
124404,23239.8148193487
124405,45347.8306102323
124406,35825.5789234585
124407,37701.7238552821
124408,31780.9280125933
124409,26843.9416102761
124410,54758.2694330981
124411,147046.496084632
124412,13996.5847110809
124413,42278.1717660864
124414,159882.644859101
124415,67472.7933415343
124416,126391.300335365
124417,324174.330697687
124418,92193.4789600342
124419,-9135.74025511777
124420,42679.7477503488
124421,186124.652324857
124422,140929.756661111
124423,54284.9962548675
124424,602440.045841643
124425,54063.0973090863
124426,33510.9369563145
124427,325341.656584129
124428,5051.56731113572
124429,405245.567587496
124430,256840.260740511
124431,80472.6250261267
124432,31272.5562796544
124433,2089.39383437542
124434,44535.0996759054
124435,106168.451814052
124436,120474.307025651
124437,74022.347800493
124438,-10248.2962845945
124439,29484.9472204812
124440,27287.0529951059
124441,78170.8742411567
124442,46715.7447128879
124443,35245.5337108298
124444,185583.266333115
124445,18075.8723244765
124446,309359.618665676
124447,51055.0850240834
124448,93374.9970784341
124449,23545.5870369619
124450,1266257.24442076
124451,146501.767311993
124452,301993.454852458
124453,97972.7516405421
124454,8374.12760153557
124455,76768.8097041
124456,83098.3087185571
124457,339112.149614012
124458,502918.276153339
124459,106607.099363621
124460,69147.131300065
124461,61925.7399651114
124462,13059.6939685185
124463,28209.0004955572
124464,25089.5582703441
124465,180887.426772547
124466,-6064.08648563095
124467,102033.101097046
124468,26398.4913181277
124469,354276.952069273
124470,7279.57456671457
124471,12910.8123677875
124472,92762.0006961922
124473,28224.944750991
124474,152232.973722889
124475,140615.385414874
124476,50325.8337842887
124477,37301.3817853085
124478,63961.220655812
124479,174944.517695411
124480,302070.325082045
124481,21034.4616505486
124482,102988.702565
124483,57217.2232964982
124484,111849.016521025
124485,36242.7334214351
124486,166530.242190669
124487,47621.598650443
124488,31247.6631752409
124489,422146.658704237
124490,205700.936780363
124491,98797.2873278259
124492,52376.3271241866
124493,506846.431071536
124494,20294.0942612163
124495,91221.4698500477
124496,12833.1195062428
124497,55296.2257367661
124498,41735.0768712585
124499,117070.189003742
124500,30731.0541895627
124501,2696.84206691042
124502,183829.925296579
124503,48626.2544822708
124504,103245.931305448
124505,31236.6737348134
124506,90577.3850886751
124507,6562.51974145783
124508,22141.125219964
124509,24280.3543233021
124510,26340.2557825043
124511,18459.6532938513
124512,143057.056020232
124513,67391.8242399127
124514,68843.5963036184
124515,29588.4783254679
124516,-6811.50818653275
124517,253283.565222027
124518,38337.9977247244
124519,177321.833982095
124520,71428.9209746525
124521,366450.507510959
124522,73276.0346718678
124523,47087.8327876299
124524,264263.312927784
124525,-1782.6574775422
124526,2440.47982956832
124527,336644.673285553
124528,71254.0084527618
124529,197238.402605123
124530,177742.258957746
124531,71036.1831635804
124532,177712.381316835
124533,-12099.2444864322
124534,41302.1362103042
124535,71072.448158084
124536,39957.6462044522
124537,48758.0604140144
124538,19292.507126013
124539,284036.345798772
124540,130847.897565679
124541,54423.2246681489
124542,120398.989417314
124543,207682.417483522
124544,1572.4141088885
124545,218998.75137821
124546,285263.441185992
124547,689561.225055936
124548,71582.4956897883
124549,-2081.56149520178
124550,111403.803423664
124551,113368.292081346
124552,68793.8171881187
124553,125816.711402639
124554,101005.410070507
124555,55437.7160920001
124556,30791.2095288868
124557,584862.357728019
124558,101849.244817727
124559,30176.5505283226
124560,134878.383683739
124561,226113.059522974
124562,113415.88930278
124563,205759.126413265
124564,29013.9842156203
124565,90953.6067413111
124566,36961.632499248
124567,42283.1497362332
124568,-10752.378654007
124569,85676.1062544035
124570,102702.503872831
124571,14591.5467660346
124572,71838.7762798608
124573,265185.785778764
124574,1022.52774557617
124575,95936.5688165485
124576,185694.382911415
124577,145731.303482469
124578,14102.3360572362
124579,4045.63214918813
124580,20553.0190988012
124581,41666.5159750328
124582,229217.173781376
124583,31837.0520981675
124584,205419.659659924
124585,10842.3925022881
124586,8623.37041749169
124587,1753.93528860944
124588,30471.5990456508
124589,93114.9517813993
124590,422283.653142416
124591,11591.7734310068
124592,6090.64651480002
124593,118218.336150495
124594,18277.099062471
124595,56179.3191769913
124596,119590.137033555
124597,58736.4884445481
124598,43130.8995626248
124599,53083.4801361035
124600,1438.46264293332
124601,54167.3675210534
124602,45194.217241176
124603,35463.442130189
124604,68548.4862306469
124605,37208.8640578173
124606,211484.295893972
124607,123270.852825909
124608,43840.7138182167
124609,55440.9470708304
124610,29233.1055697335
124611,77985.1469789156
124612,194836.203823376
124613,126432.00658754
124614,153037.00098988
124615,31822.1033044321
124616,25586.3608547609
124617,155172.390234827
124618,100361.740155569
124619,760027.735976012
124620,265689.114696039
124621,39671.4022125415
124622,146603.024940821
124623,24042.573989477
124624,330640.606266712
124625,313907.365869787
124626,25266.3392567985
124627,125947.856888045
124628,37541.4431071738
124629,66406.786105957
124630,19211.6595253955
124631,403781.412119199
124632,94477.0175308526
124633,81671.3240340344
124634,48263.2990016953
124635,104036.150458699
124636,31291.6459163948
124637,181800.149463045
124638,211994.822196958
124639,267845.070304484
124640,165969.462423095
124641,16686.288702265
124642,138812.733595855
124643,19932.3732785676
124644,40336.9541016892
124645,781685.092972482
124646,-14157.5730111899
124647,92469.2001842439
124648,99893.1319547136
124649,314720.027999363
124650,-21599.2221418544
124651,228851.060711975
124652,57614.0529338683
124653,34611.8653728284
124654,274586.468312578
124655,208286.269455821
124656,34074.440719171
124657,105210.350373685
124658,48171.3261291548
124659,69837.2563749791
124660,58234.5703378166
124661,67687.0189149151
124662,44960.9546661655
124663,44891.4735860586
124664,73222.6060865588
124665,48776.5302489853
124666,46781.2779339818
124667,73086.5655427364
124668,37389.3764902266
124669,341230.392794244
124670,43366.3537846855
124671,57763.761856678
124672,462199.022636907
124673,196024.745249588
124674,42016.8395443099
124675,997.914701871866
124676,26637.3962968731
124677,90859.0343861645
124678,18812.6429109373
124679,76967.4524642285
124680,-10331.2369570802
124681,39452.493929668
124682,8101.91756584426
124683,8139.22108630549
124684,123462.206834935
124685,38938.0402590635
124686,33434.2298125321
124687,43458.421564726
124688,17087.7665188842
124689,4031.63257614717
124690,189310.24076191
124691,26483.8437122578
124692,61490.2301929053
124693,41895.6475674533
124694,99007.3493281763
124695,17572.7812019854
124696,169541.441167974
124697,19918.9859126072
124698,88852.7210501573
124699,223784.621948736
124700,19713.7955384462
124701,95337.6124964195
124702,702647.238065941
124703,-9114.34401627908
124704,369303.413010771
124705,15089.8989025152
124706,26444.668858569
124707,63918.8890601418
124708,52184.4049485616
124709,147251.710526785
